,topic,text
165,Capflow,spot numbr numbr numbr numbr numbr gmt omg net cap flow numbrm price change numbr numbr numbr hrs cryptocurrency cryptocapflow omg https t co juqutxyhil
166,Capflow,spot numbr numbr numbr numbr numbr gmt xlm price change numbr numbr net cap flow numbrm numbr hrs cryptocurrency cryptocapflow xlm https t co xapinumbrjic
167,Capflow,spot numbr numbr numbr numbr numbr gmt xrp total trading volume numbrxrp price change numbr numbr numbr hrs cryptocurrency cryptocapflow xrp https t co numbrdhisxnumbrnhm
168,Capflow,spot numbr numbr numbr numbr numbr gmt uni price change numbr numbr net cap flow numbrm numbr hrs cryptocurrency cryptocapflow uni https t co nujnumbrynumbrgwnumbr
169,Capflow,spot numbr numbr numbr numbr numbr gmt dgb total trading volume numbrdgb net cap flow numbrm numbr hrs cryptocurrency cryptocapflow dgb https t co numbrzilfhvfi
170,Capflow,spot numbr numbr numbr numbr numbr gmt sushi net cap flow numbrm price change numbr numbr numbr hrs cryptocurrency cryptocapflow sushi https t co rnumbrnnumbrxtdnumbr
171,Capflow,spot numbr numbr numbr numbr numbr gmt sol total trading volume numbrsol net cap flow numbrm numbr hrs cryptocurrency cryptocapflow sol https t co numbrtnumbranumbrlcxkj
172,Capflow,spot numbr numbr numbr numbr numbr gmt ksm price change numbr numbr total trading volume numbrksm numbr hrs cryptocurrency cryptocapflow ksm https t co numbrxsxtirnumbrf
173,Capflow,spot numbr numbr numbr numbr numbr gmt ltc total trading volume numbrltc net cap flow numbrm numbr hrs cryptocurrency cryptocapflow ltc https t co rnumbrymzmfocg
174,Capflow,spot numbr numbr numbr numbr numbr gmt xrp price change numbr numbr net cap flow numbrm numbr hrs cryptocurrency cryptocapflow xrp https t co qnznumbrniqvnumbra
175,Capflow,spot numbr numbr numbr numbr numbr gmt nexo total trading volume numbrnexo price change numbr numbr numbr hrs cryptocurrency cryptocapflow nexo https t co fwieeznumbrvht
176,Capflow,spot numbr numbr numbr numbr numbr gmt aave total trading volume numbraave price change numbr numbr numbr hrs cryptocurrency cryptocapflow aave https t co nnumbresenznumbrhx
177,Capflow,spot numbr numbr numbr numbr numbr gmt bnt total trading volume numbrbnt price change numbr numbr numbr hrs cryptocurrency cryptocapflow bnt https t co numbrfsnumbreynumbrat
178,Capflow,spot numbr numbr numbr numbr numbr gmt ksm net cap flow numbrm price change numbr numbr numbr hrs cryptocurrency cryptocapflow ksm https t co ggtlzyonumbrph
179,Capflow,spot numbr numbr numbr numbr numbr gmt xmr total trading volume numbrxmr price change numbr numbr numbr hrs cryptocurrency cryptocapflow xmr https t co kncgfmfyhb
180,Capflow,spot numbr numbr numbr numbr numbr gmt sushi total trading volume numbrsushi price change numbr numbr numbr hrs cryptocurrency cryptocapflow sushi https t co qbqlfogdrm
181,Capflow,spot numbr numbr numbr numbr numbr gmt numbrinch price change numbr numbr net cap flow numbrm numbr hrs cryptocurrency cryptocapflow numbrinch https t co bnumbrkvylnmln
182,Capflow,spot numbr numbr numbr numbr numbr gmt fil net cap flow numbrm price change numbr numbr numbr hrs cryptocurrency cryptocapflow fil https t co aigepfnumbrtht
183,Capflow,spot numbr numbr numbr numbr numbr gmt dash total trading volume numbrdash price change numbr numbr numbr hrs cryptocurrency cryptocapflow dash https t co vnumbrrinumbrobxlk
184,Capflow,spot numbr numbr numbr numbr numbr gmt fil total trading volume numbrfil net cap flow numbrm numbr hrs cryptocurrency cryptocapflow fil https t co fmpghcnfjh
185,Capflow,spot numbr numbr numbr numbr numbr gmt ht price change numbr numbr net cap flow numbrm numbr hrs cryptocurrency cryptocapflow ht https t co fweoezewnumbrn
186,Capflow,spot numbr numbr numbr numbr numbr gmt bch total trading volume numbrbch price change numbr numbr numbr hrs cryptocurrency cryptocapflow bch https t co zloqhrnumbrqznumbr
187,Capflow,spot numbr numbr numbr numbr numbr gmt eos price change numbr numbr net cap flow numbrm numbr hrs cryptocurrency cryptocapflow eos https t co jxoohltqkr
188,Capflow,spot numbr numbr numbr numbr numbr gmt ksm price change numbr numbr net cap flow numbrm numbr hrs cryptocurrency cryptocapflow ksm https t co fmcjmwinumbrt
189,Capflow,spot numbr numbr numbr numbr numbr gmt aave total trading volume numbraave price change numbr numbr numbr hrs cryptocurrency cryptocapflow aave https t co xonumbrvqlzpsw
190,Capflow,spot numbr numbr numbr numbr numbr gmt btc total trading volume numbrbtc net cap flow numbrm numbr hrs cryptocurrency cryptocapflow btc https t co hjbnumbrfkeyrt
191,Capflow,spot numbr numbr numbr numbr numbr gmt btc net cap flow numbrm price change numbr numbr numbr hrs cryptocurrency cryptocapflow btc https t co rwplrnumbryumg
192,Capflow,spot numbr numbr numbr numbr numbr gmt doge total trading volume numbrdoge price change numbr numbr numbr hrs cryptocurrency cryptocapflow doge https t co qbatnumbrsdtee
193,Capflow,spot numbr numbr numbr numbr numbr gmt cake net cap flow numbrm price change numbr numbr numbr hrs cryptocurrency cryptocapflow cake https t co mnumbrgdgdnumbrmya
194,Capflow,spot numbr numbr numbr numbr numbr gmt algo total trading volume numbralgo net cap flow numbrm numbr hrs cryptocurrency cryptocapflow algo https t co jqwjewrunp
195,Capflow,spot numbr numbr numbr numbr numbr gmt ltc total trading volume numbrltc net cap flow numbrm numbr hrs cryptocurrency cryptocapflow ltc https t co fcnumbrlnumbrznumbrycy
196,Capflow,spot numbr numbr numbr numbr numbr gmt dgb net cap flow numbrm price change numbr numbr numbr hrs cryptocurrency cryptocapflow dgb https t co lnumbrknumbranumbrynumbrem
197,Capflow,spot numbr numbr numbr numbr numbr gmt etc net cap flow numbrm price change numbr numbr numbr hrs cryptocurrency cryptocapflow etc https t co numbrrqnumbrimzpnumbr
198,Capflow,spot numbr numbr numbr numbr numbr gmt yfi price change numbr numbr total trading volume numbryfi numbr hrs cryptocurrency cryptocapflow yfi https t co gjhnumbrfgnwny
199,Capflow,spot numbr numbr numbr numbr numbr gmt rune price change numbr numbr total trading volume numbrrune numbr hrs cryptocurrency cryptocapflow rune https t co dnumbrzqnumbrawnumbrye
200,Capflow,spot numbr numbr numbr numbr numbr gmt omg price change numbr numbr total trading volume numbromg numbr hrs cryptocurrency cryptocapflow omg https t co numbrrubygxccc
201,Capflow,spot numbr numbr numbr numbr numbr gmt atom total trading volume numbratom net cap flow numbrm numbr hrs cryptocurrency cryptocapflow atom https t co ecenumbrldcqzf
202,Capflow,spot numbr numbr numbr numbr numbr gmt dgb total trading volume numbrdgb net cap flow numbrm numbr hrs cryptocurrency cryptocapflow dgb https t co dusdnumbrlnumbrvsr
203,Capflow,spot numbr numbr numbr numbr numbr gmt xlm price change numbr numbr net cap flow numbrm numbr hrs cryptocurrency cryptocapflow xlm https t co gnumbrunumbrsjvrynumbr
204,Capflow,spot numbr numbr numbr numbr numbr gmt dot price change numbr numbr total trading volume numbrdot numbr hrs cryptocurrency cryptocapflow dot https t co czomnumbrauyfx
205,Capflow,spot numbr numbr numbr numbr numbr gmt xtz total trading volume numbrxtz net cap flow numbrm numbr hrs cryptocurrency cryptocapflow xtz https t co numbrdnumbrqrxyrny
206,Capflow,spot numbr numbr numbr numbr numbr gmt xtz total trading volume numbrxtz net cap flow numbrm numbr hrs cryptocurrency cryptocapflow xtz https t co gnumbrzbuxfjnm
207,Capflow,spot numbr numbr numbr numbr numbr gmt uni total trading volume numbruni net cap flow numbrm numbr hrs cryptocurrency cryptocapflow uni https t co gkvknumbrtsnumbryv
208,Capflow,spot numbr numbr numbr numbr numbr gmt xtz price change numbr numbr total trading volume numbrxtz numbr hrs cryptocurrency cryptocapflow xtz https t co numbrvgnumbrrpsrw
209,Capflow,spot numbr numbr numbr numbr numbr gmt ht net cap flow numbrm price change numbr numbr numbr hrs cryptocurrency cryptocapflow ht https t co synumbrwnumbryibb
210,Capflow,spot numbr numbr numbr numbr numbr gmt ada net cap flow numbrm price change numbr numbr numbr hrs cryptocurrency cryptocapflow ada https t co eqerzsvnumbrwk
211,Capflow,spot numbr numbr numbr numbr numbr gmt dot net cap flow numbrm price change numbr numbr numbr hrs cryptocurrency cryptocapflow dot https t co dnumbrhajgvfln
212,Capflow,spot numbr numbr numbr numbr numbr gmt iost price change numbr numbr net cap flow numbrm numbr hrs cryptocurrency cryptocapflow iost https t co zbminumbrqzpcz
213,Capflow,spot numbr numbr numbr numbr numbr gmt dash net cap flow numbrm price change numbr numbr numbr hrs cryptocurrency cryptocapflow dash https t co fbzuefnumbruoh
214,Capflow,spot numbr numbr numbr numbr numbr gmt rvn total trading volume numbrrvn price change numbr numbr numbr hrs cryptocurrency cryptocapflow rvn https t co fswcijqalc
215,Capflow,spot numbr numbr numbr numbr numbr gmt okb total trading volume numbrokb net cap flow numbrm numbr hrs cryptocurrency cryptocapflow okb https t co zpinumbrbztuee
216,Capflow,spot numbr numbr numbr numbr numbr gmt ada total trading volume numbrada price change numbr numbr numbr hrs cryptocurrency cryptocapflow ada https t co rjnumbrhrmzyqb
217,Capflow,spot numbr numbr numbr numbr numbr gmt fil total trading volume numbrfil price change numbr numbr numbr hrs cryptocurrency cryptocapflow fil https t co fajnumbrnzsyyo
218,Capflow,spot numbr numbr numbr numbr numbr gmt zrx total trading volume numbrzrx price change numbr numbr numbr hrs cryptocurrency cryptocapflow zrx https t co onvjuayauf
219,Capflow,spot numbr numbr numbr numbr numbr gmt rvn net cap flow numbrm price change numbr numbr numbr hrs cryptocurrency cryptocapflow rvn https t co afnumbrsnumbrtyfnumbrz
220,Capflow,spot numbr numbr numbr numbr numbr gmt sol net cap flow numbrm price change numbr numbr numbr hrs cryptocurrency cryptocapflow sol https t co xzurgovprnumbr
221,Capflow,spot numbr numbr numbr numbr numbr gmt zil total trading volume numbrzil price change numbr numbr numbr hrs cryptocurrency cryptocapflow zil https t co kvasmypldc
222,Capflow,spot numbr numbr numbr numbr numbr gmt algo net cap flow numbrm price change numbr numbr numbr hrs cryptocurrency cryptocapflow algo https t co qhehokrksw
223,Capflow,spot numbr numbr numbr numbr numbr gmt ht price change numbr numbr total trading volume numbrht numbr hrs cryptocurrency cryptocapflow ht https t co bnumbrzyhnumbrvanm
224,Capflow,spot numbr numbr numbr numbr numbr gmt sol total trading volume numbrsol price change numbr numbr numbr hrs cryptocurrency cryptocapflow sol https t co numbrqjfwnumbrknumbrkd
225,Capflow,spot numbr numbr numbr numbr numbr gmt nexo total trading volume numbrnexo price change numbr numbr numbr hrs cryptocurrency cryptocapflow nexo https t co ujnumbrplzoaqz
226,Capflow,spot numbr numbr numbr numbr numbr gmt zrx total trading volume numbrzrx price change numbr numbr numbr hrs cryptocurrency cryptocapflow zrx https t co numbrsrnumbrgnumbrnnmy
227,Capflow,spot numbr numbr numbr numbr numbr gmt nexo price change numbr numbr net cap flow numbrm numbr hrs cryptocurrency cryptocapflow nexo https t co olkpbgnumbrqwnumbr
228,Capflow,spot numbr numbr numbr numbr numbr gmt yfi total trading volume numbryfi price change numbr numbr numbr hrs cryptocurrency cryptocapflow yfi https t co yrszbonumbrgs
229,Capflow,spot numbr numbr numbr numbr numbr gmt link total trading volume numbrlink net cap flow numbrm numbr hrs cryptocurrency cryptocapflow link https t co pudvmzlevv
230,Capflow,spot numbr numbr numbr numbr numbr gmt matic total trading volume numbrmatic price change numbr numbr numbr hrs cryptocurrency cryptocapflow matic https t co bnumbrbadxlsnumbr
231,Capflow,spot numbr numbr numbr numbr numbr gmt btc total trading volume numbrbtc net cap flow numbrm numbr hrs cryptocurrency cryptocapflow btc https t co sydbnumbruzc
232,Capflow,spot numbr numbr numbr numbr numbr gmt matic total trading volume numbrmatic price change numbr numbr numbr hrs cryptocurrency cryptocapflow matic https t co tbnumbrwuqjwvnumbr
233,Capflow,spot numbr numbr numbr numbr numbr gmt dgb net cap flow numbrm price change numbr numbr numbr hrs cryptocurrency cryptocapflow dgb https t co uxtnnzgwnumbr
234,Capflow,spot numbr numbr numbr numbr numbr gmt eos net cap flow numbrm price change numbr numbr numbr hrs cryptocurrency cryptocapflow eos https t co wwhnumbrjibnumbrpnumbr
235,Capflow,spot numbr numbr numbr numbr numbr gmt btc total trading volume numbrbtc net cap flow numbrm numbr hrs cryptocurrency cryptocapflow btc https t co gssgcainumbrxm
236,Capflow,spot numbr numbr numbr numbr numbr gmt bnt total trading volume numbrbnt price change numbr numbr numbr hrs cryptocurrency cryptocapflow bnt https t co numbrrbfksznumbrtnumbr
237,Capflow,spot numbr numbr numbr numbr numbr gmt sushi total trading volume numbrsushi price change numbr numbr numbr hrs cryptocurrency cryptocapflow sushi https t co vzvwxhnumbrhyl
238,Capflow,spot numbr numbr numbr numbr numbr gmt doge total trading volume numbrdoge price change numbr numbr numbr hrs cryptocurrency cryptocapflow doge https t co wnumbrcbpzeds
239,Capflow,spot numbr numbr numbr numbr numbr gmt iost net cap flow numbrm price change numbr numbr numbr hrs cryptocurrency cryptocapflow iost https t co xbjshzcnvt
240,Capflow,spot numbr numbr numbr numbr numbr gmt xmr price change numbr numbr net cap flow numbrm numbr hrs cryptocurrency cryptocapflow xmr https t co numbrxianumbrmdnlnumbr
241,Capflow,spot numbr numbr numbr numbr numbr gmt algo total trading volume numbralgo net cap flow numbrm numbr hrs cryptocurrency cryptocapflow algo https t co sgshnumbrvnumbrgtf
242,Capflow,spot numbr numbr numbr numbr numbr gmt uni total trading volume numbruni price change numbr numbr numbr hrs cryptocurrency cryptocapflow uni https t co ouoglwtbln
243,Capflow,spot numbr numbr numbr numbr numbr gmt etc price change numbr numbr net cap flow numbrm numbr hrs cryptocurrency cryptocapflow etc https t co poyqxdldtn
244,Capflow,spot numbr numbr numbr numbr numbr gmt etc total trading volume numbretc price change numbr numbr numbr hrs cryptocurrency cryptocapflow etc https t co ncqrkenumbrmuq
245,Capflow,spot numbr numbr numbr numbr numbr gmt iost net cap flow numbrm price change numbr numbr numbr hrs cryptocurrency cryptocapflow iost https t co bdfnumbrpfnumbrvu
246,Capflow,spot numbr numbr numbr numbr numbr gmt eth total trading volume numbreth net cap flow numbrm numbr hrs cryptocurrency cryptocapflow eth https t co ntqpnumbraovnumbrg
247,Capflow,spot numbr numbr numbr numbr numbr gmt rune total trading volume numbrrune net cap flow numbrm numbr hrs cryptocurrency cryptocapflow rune https t co numbrdysrltnumbrnp
248,Capflow,spot numbr numbr numbr numbr numbr gmt trx total trading volume numbrtrx price change numbr numbr numbr hrs cryptocurrency cryptocapflow trx https t co numbrinumbrvennumbrpxt
249,Capflow,spot numbr numbr numbr numbr numbr gmt ksm total trading volume numbrksm net cap flow numbrm numbr hrs cryptocurrency cryptocapflow ksm https t co pedpkynumbrvce
250,Capflow,spot numbr numbr numbr numbr numbr gmt dgb total trading volume numbrdgb net cap flow numbrm numbr hrs cryptocurrency cryptocapflow dgb https t co yiajwizffd
251,Capflow,spot numbr numbr numbr numbr numbr gmt zil price change numbr numbr net cap flow numbrm numbr hrs cryptocurrency cryptocapflow zil https t co numbrqyxbfcpnumbra
252,Capflow,spot numbr numbr numbr numbr numbr gmt nexo total trading volume numbrnexo net cap flow numbrm numbr hrs cryptocurrency cryptocapflow nexo https t co anumbrpuqarnumbrcnumbr
